v1,v2
67,17
62,17
60,17
57,17
54,17
50,17
47,17
45,17
43,17
42,17
40,17
39,17
37,17
35,17
34,17
34,17
33,17
32,17
31,17
30,17
29,17
29,17
28,17
27,17
24,17
22,17
19,17
16,17
15,17
14,17
14,17
14,17
12,17
11,17
9,17
7,17
6,17
4,17
2,17
1,17
1,17
1,17
1,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
5,17
10,17
12,17
14,17
16,17
19,17
23,17
26,17
29,17
35,17
38,17
42,17
44,17
47,17
49,17
52,17
56,17
58,17
61,17
65,17
70,17
74,17
77,17
79,17
79,17
79,17
77,17
76,17
75,17
74,17
73,17
72,17
70,17
68,17
65,17
63,17
61,17
59,17
57,17
55,17
54,17
53,17
52,17
52,17
52,17
52,17
53,17
53,17
52,17
51,17
50,17
48,17
47,17
45,17
43,17
43,17
43,17
42,17
42,17
41,17
39,17
38,17
36,17
34,17
31,17
28,17
24,17
19,17
15,17
11,17
7,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
1,17
2,17
3,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
3,17
3,17
1,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
0,17
1,17
2,17
3,17
4,17
4,17
5,17
6,17
7,17
9,17
11,17
13,17
14,17
16,17
16,17
17,17
18,17
19,17
19,17
20,17
21,17
24,17
29,17
33,17
35,17
36,17
37,17
39,17
43,17
45,17
45,17
46,17
46,17
46,17
47,17
50,17
52,17
54,17
56,17
58,17
59,17
61,17
63,17
65,17
67,17
68,17
70,17
72,17
73,17
75,17
76,17
77,17
78,17
78,17
79,17
79,17
79,17
78,17
78,17
76,17
76,17
75,17
75,17
75,17
75,17
74,17
73,17
72,17
71,17
70,17
70,17
70,17
69,17
69,17
69,17
68,17
68,17
67,17
67,17
66,17
66,17
64,17
63,17
61,17
61,17
61,17
62,17
62,17
62,17
62,17
61,17
59,17
59,17
59,17
59,17
59,17
59,17
59,17
59,17
59,17
58,17
58,17
58,17
58,17
58,17
58,17
58,17
58,17
58,17
58,17
58,17
57,17
56,17
53,17
51,17
48,17
46,17
44,17
42,17
39,17
37,17
34,17
29,17
27,17
25,17
23,17
22,17
22,17
22,17
22,17
21,17
21,17
20,17
18,17
16,17
13,17
10,17
7,17
5,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
5,17
7,17
8,17
10,17
10,17
10,17
9,17
7,17
6,17
5,17
5,17
5,17
5,17
4,17
4,17
4,17
4,17
4,17
4,17
4,17
5,18
6,18
8,18
11,18
12,18
14,18
14,18
15,18
15,18
16,18
18,18
19,18
21,18
21,17
22,17
22,17
25,18
27,18
29,18
32,18
35,18
38,18
40,18
41,18
41,18
41,18
41,18
43,18
46,18
52,18
57,18
61,17
62,17
63,18
63,18
63,18
65,18
68,18
71,18
73,18
74,18
75,18
75,17
75,17
76,17
77,17
78,17
81,17
83,17
85,17
87,17
88,18
88,17
89,18
89,18
89,18
90,18
90,18
90,17
90,17
90,17
91,17
93,17
94,17
96,17
97,17
97,17
98,17
98,17
98,17
97,17
97,17
97,17
98,17
98,17
98,17
98,17
98,17
98,17
98,17
98,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
99,17
100,17
101,17
101,17
101,17
101,17
100,17
100,17
99,17
97,17
96,17
95,17
94,17
93,17
92,17
91,17
90,17
88,17
87,17
87,17
87,17
87,17
86,17
86,17
85,17
85,17
84,17
84,17
83,17
83,17
83,17
83,17
83,17
83,17
83,17
83,17
83,17
83,17
83,17
83,17
84,17
83,17
82,17
79,17
77,17
74,17
71,17
68,17
63,17
61,17
59,17
58,17
58,18
57,18
57,17
58,18
59,17
61,17
62,17
64,17
65,17
66,17
66,17
66,17
66,17
66,17
67,17
68,17
70,17
73,18
75,17
77,17
78,17
78,17
79,17
80,17
81,17
82,17
83,17
84,18
84,18
83,18
82,18
82,18
82,17
82,17
82,17
81,17
81,17
80,17
80,17
79,17
78,17
78,17
78,17
77,17
77,17
76,17
74,17
71,17
68,17
64,17
60,17
56,17
51,17
47,17
43,17
40,17
38,17
36,17
33,18
25,18
19,18
15,18
12,18
10,18
9,18
7,18
6,18
5,18
4,18
3,18
3,17
2,17
2,18
2,18
2,18
2,18
2,18
1,18
1,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,18
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
0,19
3,19
8,19
12,19
15,19
18,19
20,19
21,19
22,19
23,19
27,20
